institution_id,institution_name,country,branch_of_government,level_of_government,has_genai_activity,n_total_rows,n_runs_covered,runs,n_activity_source_rows,activities_found,tools_found,best_summary
INST-0009,House of Representatives,Antigua and Barbuda,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Checked Antigua and Barbuda government and parliament pages and English web searches; found no evidence of generative-AI pilots, policies, or deployments tied to the House of Representatives."
INST-0012,National Assembly,Armenia,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Checked the National Assembly’s official site and English/Armenian web results; found no evidence of generative-AI adoption, pilots, policies, or deployments at the institution."
INST-0013,Senate,Australia,legislative,national,no,2,1,chatgpt_web_v1,0,,,"Official Senate pages show AI oversight work via committee inquiries, but I found no evidence of Senate operational GenAI deployment, chatbot, or internal policy specific to the Senate."
INST-0014,House of Representatives,Australia,legislative,national,yes,1,1,chatgpt_web_v1,1,Microsoft Copilot Chat use in House department,Microsoft Copilot Chat,"The Department of the House of Representatives says it uses Microsoft Copilot Chat for drafting, research support, and summarisation, with human review and parliamentary AI governance arrangements."
INST-0015,Federal Council,Austria,legislative,national,unclear,1,1,chatgpt_web_v1,0,,,"A Parliament of Austria page about a Federal Council sitting states that easy-language news are available as AI-voiced audio articles, but the source attributes this feature to Parliament overall rather than the Federal Council specifically."
INST-0016,National Council,Austria,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Searched Austrian Parliament sources for the National Council; found studies, events, and communications about AI and generative AI, but no confirmed National Council-specific GenAI tool, pilot, policy, or deployment."
INST-0018,Senate,Bahamas,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Searched official Senate and Bahamas Parliament pages; found no documented generative-AI tool, pilot, policy, or deployment for the Senate."
INST-0019,House of Assembly,Bahamas,legislative,national,no,1,1,chatgpt_web_v1,0,,,"I checked the official House of Assembly portal and found members, bills and updates, but no documented GenAI tool, pilot, policy or deployment for the chamber."
INST-0020,Council of Representatives,Bahrain,legislative,national,yes,1,1,chatgpt_web_v1,1,AI integration in parliamentary work,,"Official Council releases in 2025 describe implemented AI integration in parliamentary work by the General Secretariat, but tools and vendors were not disclosed. (https://www.nuwab.bh/en/council-of-representatives-azerbaijani-national-assembly-secretariats-hold-remote-meeting/)"
INST-0021,Shura Council,Bahrain,legislative,national,unclear,1,1,chatgpt_web_v1,0,,,"Official Shura Council sources document an AI platform for tracking legislative work, but the available description does not specify generative AI, LLMs, ChatGPT, Copilot, or similar tools."
INST-0022,Parliament,Bangladesh,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Checked official Bangladesh Parliament pages in English and Bangla; no institution-specific mention of generative AI, LLMs, ChatGPT, Copilot, or a parliamentary GenAI policy/tool was surfaced."
INST-0023,House of Assembly,Barbados,legislative,national,unclear,2,1,chatgpt_web_v1,0,,,"A 2024 CPA UK article says a Barbados parliamentary delegation discussed generative AI and tested transcription software, but I found no official House of Assembly page documenting a deployed GenAI tool or formal policy."
INST-0024,Senate,Barbados,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed the official Barbados Parliament/Government parliament page and targeted English searches; no Senate-specific generative AI adoption, pilot, or policy was found."
INST-0026,Council of the Republic,Belarus,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Council of the Republic’s official English-language site and found chamber structure and powers, but no generative AI, LLM, chatbot, or GenAI policy/deployment."
INST-0027,Senate,Belgium,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Checked the official Belgian Senate site plus targeted English, French, and Dutch web searches; found no institution-specific mention of generative AI, LLMs, ChatGPT, or Copilot at the Senate."
INST-0028,House of Representatives,Belgium,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed official Belgian federal parliament pages and targeted searches in English, Dutch, and French; found no evidence of generative-AI adoption, pilot, policy, or deployment at the House of Representatives."
INST-0029,Senate,Belize,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed the official Belize Senate page and related parliamentary materials in English; found no mention of generative AI, ChatGPT, Copilot, LLMs, or institution-specific GenAI policies or deployments."
INST-0030,House of Representatives,Belize,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed the House of Representatives/National Assembly website and targeted web searches; found no evidence of generative-AI adoption, pilot, policy, or deployment at the Belize House of Representatives."
INST-0031,National Assembly,Benin,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Checked the National Assembly’s official site and targeted English/French web searches; found no documented GenAI policy, pilot, procurement, or deployment tied to the Assembly."
INST-0032,National Assembly,Bhutan,legislative,national,no,1,1,chatgpt_web_v1,0,,,"The National Assembly’s official site and targeted English web searches found no evidence that the Assembly uses, pilots, procures, or governs generative AI tools such as ChatGPT, Copilot, or other LLM services."
INST-0033,National Council,Bhutan,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Searches of the National Council’s official site and related Bhutan GenAI terms found no institution-specific evidence of a generative-AI pilot, policy, procurement, or deployment."
INST-0037,House of Representatives,Bosnia and Herzegovina,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Checked the Parliamentary Assembly website in English and found no House of Representatives GenAI pilot, policy, chatbot, Copilot, or LLM deployment."
INST-0038,National Assembly,Botswana,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Official National Assembly site and targeted English searches found no institution-specific evidence of generative-AI adoption, policy, pilot, procurement, or deployment."
INST-0039,Federal Senate,Brazil,legislative,national,yes,2,1,chatgpt_web_v1,2,Senado Explica,Senado Explica,"Brazil’s Federal Senate officially launched Senado Explica in December 2024, an AI-assisted public explainer for bills on Senate webpages, with human review explicitly stated."
INST-0040,Chamber of Deputies,Brazil,legislative,national,yes,2,1,chatgpt_web_v1,2,AI governance policy for Chamber work processes; Generative-AI transcription and summarization for hearings,Ulysses,The Chamber of Deputies officially documents both institutional GenAI use in work processes and a formal 2025 AI-governance framework that explicitly covers generative AI.
INST-0041,Legislative Council,Brunei Darussalam,legislative,national,no,1,1,chatgpt_web_v1,0,,,"The Legislative Council’s official portal and targeted English web searches found no evidence that the council uses, pilots, procures, or governs generative AI tools such as ChatGPT, Copilot, or other LLM services."
INST-0043,Transitional Legislative Assembly,Burkina Faso,legislative,national,unclear,1,1,chatgpt_web_v1,0,,,"Official Assembly sources show AI-related training for MPs, but no explicit generative-AI tool, pilot, policy, or deployment for the Assembly itself was found."
INST-0044,National Assembly,Burundi,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Official National Assembly pages and targeted searches found no institution-specific evidence of generative AI use, policy, pilot, or procurement in Burundi's National Assembly."
INST-0046,National Assembly,Cabo Verde,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed the official National Assembly website and targeted multilingual searches; found no evidence of generative-AI adoption, pilot, policy, or deployment at Cabo Verde’s National Assembly."
INST-0047,Senate,Cambodia,legislative,national,unclear,1,1,chatgpt_web_v1,0,,,"The Senate’s 2022–2030 digital transformation master plan references future AI-enabled e-parliament phases, but no source found confirms a specific generative-AI tool, pilot, or deployment."
INST-0048,National Assembly,Cambodia,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Reviewed the National Assembly website; found no evidence of GenAI tools, pilots, policies, or public-facing GenAI services at the Assembly."
INST-0049,National Assembly,Cameroon,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Official National Assembly site and targeted French/English searches found no institution-specific evidence of generative-AI adoption, policy, pilot, procurement, or deployment."
INST-0050,Senate,Cameroon,legislative,national,unclear,2,1,chatgpt_web_v1,0,,,"The official Senate site checked did not show GenAI evidence, while a 2025 news report says Senate staff completed AI/cybersecurity training; because no primary source confirms generative-AI use, the institution is coded unclear."
INST-0051,House of Commons,Canada,legislative,national,yes,2,1,chatgpt_web_v1,1,"House of Commons staff AI-use guidance (""toddler strategy"")",,IPU reports the House of Commons has rolled out a staff AI-use “toddler strategy” that warns users and teaches safe AI practices while allowing exploration; the official homepage reviewed did not name a specific GenAI tool or deployment.
INST-0052,Senate,Canada,legislative,national,yes,1,1,chatgpt_web_v1,1,Model Senate no-AI application rule,,"The Senate’s official Model Senate/S’ENgage application process explicitly bars AI-written submissions (e.g., ChatGPT, CoPilot), but the searched sources did not confirm a broader operational deployment by the Senate itself."
INST-0054,Senate,Chad,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Searched the Senate’s official website in French and English; found digitalization and capacity-building activities, but no evidence of generative AI tools, pilots, policies, or deployments at the Senate."
INST-0055,National Assembly,Chad,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Public web checks found no evidence of generative-AI adoption by Chad's National Assembly; the Assembly's official web presence appeared unstable, so findings rely on linked official references and the official Facebook page. ([facebook.com](https://www.facebook.com/AssembleenationaleTchad/))"
INST-0056,Senate,Chile,legislative,national,unclear,3,1,chatgpt_web_v1,0,,,"Reviewed Senate sources and an OECD report; found an AI-assisted online deliberation process involving the Senate, but the evidence does not establish generative AI specifically, and no confirmed GenAI deployment, policy, or service was found."
INST-0057,Chamber of Deputies,Chile,legislative,national,yes,2,1,chatgpt_web_v1,2,Proyecto CAMINAR,Proyecto CAMINAR,"Official Chamber sources document Proyecto CAMINAR, an AI strategy/project for the Chamber that includes RAG for legislation and presentations on introducing generative AI into administrative tasks."
INST-0059,House of Representatives,Colombia,legislative,national,unclear,1,1,chatgpt_web_v1,0,,,"The Chamber’s homepage exposes a “Chatbot Cámara de Representantes,” but no checked source says it uses generative AI or LLMs; broader Spanish/English site and web searches found no confirmatory GenAI evidence."
INST-0060,Senate,Colombia,legislative,national,unclear,1,1,chatgpt_web_v1,0,,,"The Senate officially documents a bicameral AI commission focused on AI legislation, but the evidence concerns Congress-wide regulatory work rather than a verified generative-AI deployment by the Senate itself."
INST-0061,Assembly of the Union,Comoros,legislative,national,no,1,1,chatgpt_web_v1,0,,,"No Assembly GenAI source was located; the provided institutional profile/contact pages and broader web checks did not surface a named tool, pilot, policy, or deployment."
INST-0062,National Assembly,Congo,legislative,national,no,2,1,chatgpt_web_v1,0,,,"Searched the Assembly’s official site in English and French and found general institutional pages plus AI-related legislative business, but no evidence the Assembly itself uses or governs generative AI."
INST-0063,Senate,Congo,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Official Senate site and French/English targeted searches on 2026-03-08 found no institution-specific evidence of generative-AI policy, pilot, procurement, or deployment at the Senate."
INST-0064,Legislative Assembly,Costa Rica,legislative,national,yes,1,1,chatgpt_web_v1,1,ChatGPT-4-assisted legislative bill drafting,ChatGPT-4,"Official Assembly materials record at least one bill proposal drafted with ChatGPT-4 assistance, but the evidence is tied to a legislator's work rather than an Assembly-wide GenAI rollout."
INST-0065,National Assembly,Côte d'Ivoire,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Checked the National Assembly’s official site in French/English and found parliamentary news and documents, but no institution-specific generative AI activity or policy."
INST-0067,Croatian Parliament,Croatia,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Official Croatian Parliament releases show members discussing AI governance in interparliamentary settings, but I found no confirmed parliament-specific GenAI deployment, pilot, or policy."
INST-0068,National Assembly of the People's Power,Cuba,legislative,national,no,1,1,chatgpt_web_v1,0,,,"Official Assembly pages reviewed showed AI-related legislative and oversight content, but no source checked documented a GenAI tool, pilot, procurement, or institution-specific GenAI policy for the Assembly itself. ([parlamentocubano.gob.cu](https://www.parlamentocubano.gob.cu/noticias/intensa-primera-jornada-de-reuniones-de-comisiones-parlamentarias))"
INST-0069,House of Representatives,Cyprus,legislative,national,no,1,1,chatgpt_web_v1,0,,,"House of Representatives website and targeted English/Greek searches found no institution-specific evidence of GenAI policy, pilot, procurement, or deployment as of 2026-03-08."
